timezone,no_accents,macroregion,uf_code,document,name,job,jobArea,jobType,phoneNumber,birthDate,city,totalSpent,PESSOA,Ano
America/Fortaleza,Ceara,Nordeste,CE,10377110922,Diane Saraiva,Assistente Intranet Produtos,Táticas,Facilitador,3483755380.0,1990-01-07,Karina do Descoberto,116.73,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,18592732891,Jacob Moreira,Associado Funcionalidade Dinâmico,Integração,Facilitador,327786678.0,1990-01-04,Nova Alan,909.23,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,47873044715369,Sr. Dr. Nerissa Silva,Técnico Configuração Interno,Rede,Designer,689982690.0,1990-01-08,Hercilia do Sul,625.52,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,6573842162,Elan Oliveira,Estrategista Configuração Frente,Segurança,Orquestrador,3761104522.0,1990-01-26,Nova Cecília do Descoberto,976.47,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,87324658237,Sra. Ivaldo,Analista Diretivas Chefe,Mercados,Supervisor,18090448159.0,1990-01-12,Valdemar do Descoberto,10.3,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,34861681189,Srta. Juliane Carvalho,Diretor A infraestrutura Nacional,Branding,Assistente,6495948472.0,1990-01-23,Laurilan do Norte,471.66,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,83228178358,Sra. Wallace Nogueira,Diretor Branding Nacional,Mercados,,9019878218.0,1990-01-10,Velha Annia do Norte,724.37,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,26338938643,Natália,Coordenador A infraestrutura Corporativo,Marketing,,77650575716.0,1990-06-01,Robertson do Sul,224.09,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,30041881252477,Margareth Nogueira,Agente Rede Distrito,Dados,Orquestrador,28203108478.0,1990-01-15,Xavier do Descoberto,822.08,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,44855325422,Christina,Planejador Dados Corporativo,Configuração,Oficial,551833206546.0,1990-01-30,,579.98,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,36352344941,Elizabetth Reis Filho,Técnico Interações Internacional,Soluções,Administrador,88078942967.0,1990-01-13,Edercio do Sul,345.37,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,12042656670127,Deilson Carvalho Jr.,Técnico Contas Dinâmico,Interações,,8189660879.0,1990-01-27,Walkiria do Descoberto,543.78,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,35676772689,Mozart Reis,Arquiteto Usabilidade Produtos,Paradigma,Oficial,92200287485.0,1990-01-24,Silva do Descoberto,888.36,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,75216446117,Dr. Joyce Pereira,Arquiteto Marca Cliente,Configuração,Agente,556938140958.0,1990-01-10,Carvalho do Norte,954.63,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,45776308764110,Dr. Lourdes Moreira Neto,,Aplicações,Assistente,2959085249.0,1990-01-11,,613.45,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,63025756306,Fusako Carvalho,,Métricas,Supervisor,84044234397.0,1990-01-05,,696.53,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,68713551540,Renate Pereira,Planejador Identidade Legado,Usabilidade,Especialista,2752187886.0,1990-01-20,,348.29,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,2671785143,Geni Moraes Neto,Facilitador Contas Investidor,Marketing,Coordenador,92533661938.0,1990-01-02,,780.58,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,24060655427338,Srta. Rosimeire Albuquerque Neto,Analista Segurança Produtos,Táticas,Diretor,92003704526.0,1990-01-25,Franco do Norte,619.22,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,88865347142104,Vanderlene Souza,Diretor Soluções Diretor,Programa,Arquiteto,77726407419.0,1990-01-17,Grande Michelangelo do Descoberto,614.36,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,18714173255,Liana Carvalho Neto Neto,Executivo Integração Cliente,Diretivas,Arquiteto,35946431384.0,1990-01-19,,722.63,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,62544653450,Rosilene Carvalho Jr.,Agente Funcionalidade Chefe,Contas,Ligação,32508626588.0,1990-01-21,Marilon do Descoberto,270.06,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,76787174829,Sr. Consuelo Carvalho Neto,Agente Resposta Diretor,Mercados,,7561784622.0,1990-01-30,Xavier de Nossa Senhora,628.36,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,2768703305624,Dr. William,Planejador Identidade Dinâmico,Configuração,Associado,3817261836.0,1990-09-01,Zdravko de Nossa Senhora,594.04,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,93526687820,Srta. Marina Carvalho Filho,Executivo Divisão Chefe,Segurança,Planejador,26110905603.0,1990-01-27,,557.41,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,354034200353,Aldo Filho,Estrategista Mobilidade Frente,Mobilidade,,32125584031.0,1990-01-03,,235.13,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,54174742669,Galileo Saraiva,Engenheiro Operações Diretor,Mobilidade,Orquestrador,552371171802.0,1990-01-08,Município de Ludyenne,640.19,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,82272152802271,Sra. Verônica Xavier Filho,Designer Marketing Frente,Mobilidade,,90348344040.0,1990-01-22,Carvalho do Sul,427.36,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,41812735310716,Srta. Rosangela Moraes,Ligação Qualidade Interno,Pesquisa,Desenvolvedor,555750994168.0,1990-01-01,Ney do Norte,692.43,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,28113645818306,Melisa,Diretor Programa Diretor,Intranet,Analista,,1990-01-27,,676.92,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,35289545077,Sra. Elma,,Táticas,Produtor,91727376938.0,1990-01-25,Nova Gean,659.18,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,60636008841051,Sr. Valdira Souza,Administrador Aplicações Líder,Grupo,Gerente,556372491518.0,1990-01-12,Nogueira do Sul,598.53,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,62616246236,Hubert Costa,Assistente Operações Global,Programa,Técnico,2597357590.0,1990-01-21,Ronaldo do Sul,718.99,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,63811741705,Josuelito Moraes,,Configuração,Administrador,8613814710.0,1990-01-01,Município de Tabajara,932.37,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,33076507066286,Sr. Floraci Xavier Neto,,Garantia,Analista,95096698657.0,1990-01-17,Giulian do Norte,110.92,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,56277731890,Condeci Oliveira,Técnico Dados Direto,,Oficial,44037336973.0,1990-01-03,,664.17,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,34763748408,Martelenes Costa,Ligação Dados Interno,Operações,Desenvolvedor,5922056438.0,1990-01-28,Nova Ana,165.46,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,63154726721,Marcia Santos Jr.,Associado Criativo Diretor,Integração,,6070931492.0,1990-01-29,Município de Adelara,605.53,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,42443180782671,Srta. Othon Batista Neto,Analista Grupo Legado,Rede,Orquestrador,5433741854.0,1990-01-25,Nova Marli de Nossa Senhora,73.54,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,17139245606,Sra. Wallace Barros,,,Associado,4367239089.0,1990-01-01,,175.16,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,48182540235043,Elianay Souza,,Pesquisa,Agente,37846771482.0,1990-01-01,Nova Iarali,443.36,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,83806343306,Naoko Melo Jr.,Coordenador Marketing Cliente,Resposta,Ligação,554153588304.0,1990-01-12,,294.45,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,84717125630,Elen Moraes,Especialista Dados Legado,Contas,Assistente,,1990-03-01,Município de Aroldo do Descoberto,974.98,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,74105557078408,Dr. Rosane Saraiva Jr.,,Otimização,Facilitador,2255173859.0,1990-01-23,Maira do Sul,512.45,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,45717484302307,Sra. Sebastiana Oliveira,Representante Paradigma Dinâmico,Rede,Administrador,64874190526.0,1990-01-18,,769.94,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,83213539597,Josuelito Xavier Neto,Orquestrador Branding Interno,,Técnico,555753786500.0,1990-02-01,,22.3,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,71358476117508,Aurelino Costa,Analista Contas Frente,Ainfraestrutura,Agente,61492280114.0,1990-01-17,Xavier do Norte,560.8,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,66253873474,Sra. Carmelio Santos,Oficial Prestação de contas Investidor,Otimização,Planejador,551861425612.0,1990-01-22,,802.71,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,73547141354,Sr. Giuliano Reis,Administrador Mercados Sênior,Comunicações,Designer,33243558864.0,1990-01-29,Osiane do Sul,472.76,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,75162180815,Elza,Executivo Táticas Central,Diretivas,Desenvolvedor,4665961856.0,1990-01-02,Nogueira do Norte,901.83,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,31817304047648,Srta. Sr. Eulo Melo,Engenheiro Aplicações Líder,Contas,Facilitador,552390841476.0,1990-01-21,Nova Alzira,529.81,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,67145845241690,Srta. Gioliano Barros,Agente Implementação Internacional,Garantia,,7049717644.0,1990-01-27,Velha Leila do Sul,395.7,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,11860360741783,Srta. Dicson Carvalho Filho Neto,Representante Contas Cliente,Funcionalidade,Oficial,4644918978.0,1990-01-28,Macedo do Sul,807.27,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,84478577781,Dr. Altivanir Moreira,Especialista Métricas Líder,Usabilidade,Agente,5907945512.0,1990-01-16,Vila Estevao do Norte,133.94,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,2112865867284,Cleomar Costa Jr.,Engenheiro Usabilidade Global,Dados,Supervisor,551359450905.0,1990-01-23,Paola do Norte,198.57,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,8160360630,Sra. Cruz Franco Jr.,Engenheiro Resposta Diretor,Paradigma,Gerente,61637742008.0,1990-01-29,,21.52,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,48929764401,Orandi Moreira,,Comunicações,,4873017334.0,1990-01-30,Souza do Sul,252.06,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,11614373558,Srta. Elio Macedo,Coordenador Otimização Central,Contas,Consultor,38425935805.0,1990-01-17,,360.08,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,61663891087,Dr. Neisvaldo Carvalho,Consultor A infraestrutura Produtos,Usabilidade,Especialista,42877769849.0,1990-01-28,,946.65,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,24538272604,Srta. Aderbal Melo,Arquiteto Segurança Interno,,Arquiteto,38698742096.0,1990-01-11,Vila Dourivaldo,634.44,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,56592917164,Edirez Franco Jr.,Técnico Segurança Produtos,Diretivas,Executivo,3817081066.0,1990-01-12,Silva de Nossa Senhora,822.94,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,77425734873736,Sr. Sany Carvalho,Arquiteto Prestação de contas Regional,Mobilidade,Oficial,9519036181.0,1990-01-27,Jônatas de Nossa Senhora,491.24,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,24572254850,Srta. Sra. Ilson Saraiva Neto,Planejador Pesquisa Legado,Integração,Agente,553669274769.0,1990-01-27,,63.93,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,44082256667009,Dr. Jamiro Reis Filho Jr.,Arquiteto Comunicações Distrito,Resposta,Estrategista,551173905399.0,1990-01-01,Vila Cilene de Nossa Senhora,338.05,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,20982217625,Alessandra Carvalho,Desenvolvedor Contas Direto,Contas,Produtor,555624149621.0,1990-01-14,Velha Moisés,758.67,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,84429931186,Yuko Carvalho,Representante A infraestrutura Distrito,Soluções,Executivo,76519215809.0,1990-01-24,Oliveira do Descoberto,155.04,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,46925642962,Judimar Costa,Supervisor Branding Legado,Marca,Produtor,24285841926.0,1990-01-19,Tetsugi do Descoberto,287.83,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,55015261050867,Edelson Carvalho Filho Neto,Especialista Branding Produtos,Integração,Representante,,1990-01-20,Costa do Sul,754.5,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,32560562331107,Sra. Isaac Martins,Arquiteto Resposta Legado,Operações,Agente,4783754700.0,1990-01-29,,666.39,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,63833863528,Dalva Macedo Jr.,Gerente Branding Investidor,Ainfraestrutura,Representante,5804268549.0,1990-01-21,,93.16,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,22675583208770,Otavio Souza,Produtor Grupo Frente,Comunicações,Desenvolvedor,551949186045.0,1990-01-18,Melo do Descoberto,334.8,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,47503242863100,Dr. Dieter Moraes Jr.,Estrategista Dados Nacional,Garantia,Produtor,2838234154.0,1990-01-27,Costa do Descoberto,967.48,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,83577520021005,Aline Franco Filho,Oficial Táticas Sênior,Fatores,Associado,52752010415.0,1990-01-19,Vanderlei do Norte,425.59,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,45703123739,Jobson Barros,Engenheiro Prestação de contas Corporativo,Funcionalidade,Ligação,557159616333.0,1990-01-23,Vila Dilton,881.38,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,67555972875,Kazumi Barros Neto,,Contas,Representante,553781988810.0,1990-01-27,,461.26,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,41810864704,Dr. Praxedes Oliveira,Executivo Táticas Líder,Integração,Estrategista,694092968.0,1990-04-01,Vila Verônica de Nossa Senhora,678.31,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,41114758680,Dr. Sibèlle Martins,Gerente Grupo Diretor,Funcionalidade,Supervisor,3690154156.0,1990-01-02,Santino do Sul,200.72,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,68248282112,Deonildo Neto,Associado Branding Interno,Mobilidade,Coordenador,558752147586.0,1990-01-28,Gabriela de Nossa Senhora,490.39,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,85669368762,Ediraci Batista Neto,Representante Programa Líder,Configuração,Arquiteto,550064129919.0,1990-01-08,,732.62,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,36474866128,Srta. Zildine Melo Neto,Coordenador Resposta Nacional,Resposta,Produtor,18526282940.0,1990-01-16,Erinaldo do Norte,631.36,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,36354012746210,Alcides Saraiva Jr.,Planejador Aplicações Direto,Branding,Ligação,48285341523.0,1990-01-19,,833.92,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,7336041730842,Marlon Xavier,Analista Fatores Regional,Garantia,Assistente,552535745418.0,1990-01-27,Município de Sivirino,773.77,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,81756603766,Sr. Clarice Saraiva,Analista Comunicações Interno,Diretivas,Técnico,4724246354.0,1990-01-26,Vila Marilena do Sul,667.12,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,25486465211,Wanderley Costa Neto Filho,Agente Marca Distrito,Branding,Técnico,1233253446.0,1990-01-09,Argemiro do Descoberto,564.59,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,2514679109,Sr. Cassius Moraes,Engenheiro Resposta Diretor,Pesquisa,Analista,557742645329.0,1990-01-30,,666.95,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,98368918979,Marildo Martins,Designer Resposta Legado,Intranet,Arquiteto,554641916340.0,1990-01-29,Vila Edsel,809.43,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,31556616317,Erika Melo,Associado Criativo Investidor,Contas,,7278658693.0,1990-01-15,Neci do Descoberto,860.64,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,28106035733622,Sr. Carmen Oliveira,Coordenador A infraestrutura Internacional,Marca,Engenheiro,556758598116.0,1990-01-05,Heliberto do Descoberto,616.66,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,82154380301892,Hajime Carvalho Neto,,Grupo,Planejador,2042676105.0,1990-01-16,Grande Divaldo do Norte,14.35,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,58557187027813,Sr. Susana Melo,,Otimização,Associado,553348928489.0,1990-01-05,,323.03,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,6204776062059,Deise Franco Jr.,Representante Programa Chefe,Programa,Arquiteto,54227616072.0,1990-01-07,Nivaldo do Norte,622.87,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,75103387603,Srta. Diane Moraes Filho,Consultor Identidade Produtos,Configuração,Especialista,93455222250.0,1990-01-24,Velha Sylvia,291.35,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,98894848469,Joseane Xavier,Gerente Aplicações Internacional,Dados,Produtor,98142403883.0,1990-01-22,Grande Inácio,256.26,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,91627053697,Emílson Nogueira,Engenheiro Contas Dinâmico,Usabilidade,Estrategista,4988822383.0,1990-01-13,Amadeus de Nossa Senhora,748.81,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,32331797820,Helvécio Saraiva,Engenheiro Interações Investidor,Qualidade,Gerente,,1990-01-01,Aletéia do Sul,392.11,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,88482351826,Dr. Natalia Franco,Executivo A infraestrutura Direto,Funcionalidade,Gerente,,1990-02-01,,249.32,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,23742811088,Dr. Bernd Moraes,Assistente Mercados Produtos,Marca,Orquestrador,550925572369.0,1990-01-26,Nova Clovis,686.94,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,23511674140,Marizete Barros,Facilitador Qualidade Chefe,Contas,Ligação,30191014579.0,1990-03-01,Leandra do Descoberto,994.7,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,32403017114513,Delsa Moreira,Representante Mobilidade Direto,,Especialista,9361286718.0,1990-01-19,Velha Elisete do Sul,441.61,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,77028118118,Srta. Odontino Saraiva,Técnico Divisão Sênior,Usabilidade,,556220573595.0,1990-01-12,,972.8,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,38378448541,Sra. Jeronimo Pereira,,Rede,Agente,7584718227.0,1990-01-31,,200.39,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,6480600252317,Elianay Silva Jr.,Oficial Otimização Internacional,,Oficial,9943678735.0,1990-01-05,Braga do Norte,880.8,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,47822468306631,Cristiani Santos Neto,Desenvolvedor Integração Regional,Implementação,Facilitador,554820837714.0,1990-01-01,Grande Renilda,563.89,JURIDICA,1990
America/Fortaleza,Ceara,Nordeste,CE,35683405505,Vladia Melo,Desenvolvedor Implementação Produtos,Soluções,,14074504876.0,1990-01-04,,163.19,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,95418838504,Danae Filho,Engenheiro Marca Corporativo,Mobilidade,Diretor,7580787872.0,1990-01-27,Carvalho do Descoberto,33.88,FISICA,1990
America/Fortaleza,Ceara,Nordeste,CE,75880264130,Neide Souza,Engenheiro Aplicações Interno,Funcionalidade,Engenheiro,35212702069.0,1990-01-27,Município de Herminio,461.31,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,33524163700,Iranildo Santos Neto,Especialista Programa Investidor,Operações,,551721282375.0,1990-01-15,Santos do Descoberto,769.93,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,73171218518,Glorineide Barros,Técnico Mercados Corporativo,Implementação,Agente,7013347758.0,1990-01-23,Velha Louise do Descoberto,78.0,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,21360221075825,Alecio Jr.,Associado Divisão Líder,Soluções,Representante,54350885214.0,1990-01-28,Saraiva do Sul,557.05,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,53746624738,Gioliano Saraiva Filho,Consultor Diretivas Sênior,Métricas,,38521109748.0,1990-10-01,Velha Elivana do Norte,672.87,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,68693262238,Josiene Santos,Ligação Marketing Diretor,Dados,Desenvolvedor,74670595424.0,1990-01-03,,763.71,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,46077053533517,Yohei Xavier,Facilitador Usabilidade Dinâmico,Interações,Engenheiro,6222478776.0,1990-01-16,Vila Fabrisa do Sul,892.68,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,64763171765690,Gabriel Costa Jr.,Oficial Integração Direto,Configuração,Coordenador,93770462455.0,1990-01-25,Grande Octávio de Nossa Senhora,560.37,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,20678546277849,Dr. Jorivê Jr.,Supervisor Pesquisa Corporativo,Comunicações,Produtor,8823808968.0,1990-01-02,Carvalho do Norte,484.57,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,41758521740,Srta. Asturio Oliveira,Analista Divisão Chefe,Diretivas,Oficial,,1990-01-20,,356.41,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,86585451481,Kepler Franco,,Pesquisa,Arquiteto,3222560170.0,1990-01-30,Carvalho de Nossa Senhora,102.58,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,62894766530,Sammy Nogueira Jr.,Ligação Segurança Global,,Facilitador,19101592943.0,1990-01-29,,855.3,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,11106355245,Tatiani Costa,Engenheiro Rede Distrito,Pesquisa,Produtor,554130841705.0,1990-01-28,Grande Alexsandro do Descoberto,202.93,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,73644264856,Bizunish Oliveira Filho,Designer Funcionalidade Nacional,Qualidade,Técnico,553327011276.0,1990-01-30,,85.64,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,31009622226,Jorivê,,Criativo,Técnico,980546639.0,1990-01-04,,814.71,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,16326071828,Srta. Odair Carvalho,Analista Branding Nacional,Táticas,Diretor,4279933698.0,1990-01-21,,780.84,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,6263421800,Dr. Adenard Moreira,,Otimização,Coordenador,90469927946.0,1990-01-03,Vila Hermano,256.3,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,99948288432,Srta. Dr. Adriano Santos,Estrategista Pesquisa Cliente,Segurança,,57239464143.0,1990-01-25,Velha Joana,322.6,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,26088583733722,Rosely Saraiva,,Marca,Administrador,555167267688.0,1990-04-01,Grande Kensei,870.46,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,95550119820,Euzébio Carvalho,,Qualidade,Coordenador,5614710563.0,1990-01-14,Nova Analice do Descoberto,656.92,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,80455321213024,Givaldo Carvalho,Produtor Resposta Interno,Intranet,Representante,8246646962.0,1990-01-14,,647.38,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,69418731169,Sra. Dulcelene,Administrador Identidade Cliente,Branding,Oficial,41190447143.0,1990-01-06,Grande Avani,211.58,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,43612862433700,Sr. Dr. Geraldino Saraiva,Administrador Configuração Produtos,Grupo,Orquestrador,556056132850.0,1990-01-13,Nova Adda,902.49,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,84875232500,Wilson,Agente Soluções Investidor,Rede,Agente,555941807007.0,1990-01-05,Grande Edio,67.18,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,32537102118,Auxiliadora Jr.,Técnico Soluções Legado,Segurança,Executivo,29524566792.0,1990-01-20,Grande Silvino do Norte,609.88,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,84076156531184,Marlete Melo Jr.,,Segurança,Designer,553261051761.0,1990-01-26,,43.18,JURIDICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,51312026120,Sr. Hugo,Produtor Resposta Diretor,Aplicações,Orquestrador,559181820539.0,1990-01-08,Município de Jurandir,672.5,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,9378546625,Sr. Alaide Xavier,Técnico Configuração Nacional,Implementação,Estrategista,8553259866.0,1990-01-23,Nova Djalma,484.13,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,31525894684,Srta. Ester,Executivo Marca Diretor,Criativo,Analista,4339041192.0,1990-04-01,,383.84,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,51138302678,Kíldere Macedo Jr.,Analista Grupo Internacional,Prestaçãodecontas,Estrategista,2105902450.0,1990-01-04,Nova Erídice do Descoberto,254.26,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,15822995608,Erineide Barros Neto,Representante Táticas Corporativo,Integração,Arquiteto,558562084994.0,1990-01-25,Nova Angelo do Norte,207.62,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,13173823400,Srta. Filomena Xavier Neto,,Prestaçãodecontas,Administrador,553589117509.0,1990-01-06,Município de Militão do Sul,936.25,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,21666762199,Srta. Rosane Reis,Executivo Intranet Central,Pesquisa,Planejador,756075209.0,1990-01-24,,418.96,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,88984929280,Dr. Marisa Xavier Neto,Designer Mercados Interno,Segurança,Analista,550352969058.0,1990-01-15,,751.13,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,85202683588,Sr. Marcone Santos Jr.,Orquestrador Implementação Direto,Implementação,Analista,80227374431.0,1990-01-25,Edimar de Nossa Senhora,213.21,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,96863435128,Sra. Lili Albuquerque Neto,Produtor Mercados Global,Comunicações,Facilitador,15092015761.0,1990-01-21,,190.35,FISICA,1990
America/Sao_Paulo,Distrito Federal,Centro-Oeste,DF,56938376964,Dr. Claudineia,,Segurança,Associado,21605225440.0,1990-01-19,Vila Brigida,189.72,FISICA,1990
