timezone,no_accents,macroregion,uf_code,nomes,idade,cidade,cpf,cnpj,isvalid_cpf,isvalid_cnpj
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Aimee Morton,70,AFONSO CLÁUDIO,21149258624,96963205872769,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joseph Simon,57,AFONSO CLÁUDIO,44603565380,6122490046762,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mary Thomas,25,AFONSO CLÁUDIO,33042305210,82159582894976,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jeffrey Jones,29,AFONSO CLÁUDIO,71982662158,33598872188798,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Crystal Gordon,43,AFONSO CLÁUDIO,70070729760,39815843663881,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Laura Gordon,18,AFONSO CLÁUDIO,35744791744,57347278055563,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joseph Torres,78,AFONSO CLÁUDIO,21217842683,46941775248881,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Carl Stewart,37,AFONSO CLÁUDIO,54124013841,19316524116333,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Katherine Ramirez,58,AFONSO CLÁUDIO,42144633150,70599183294087,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Sara Vargas,18,AFONSO CLÁUDIO,49294273555,73675908026135,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephen Day,40,AFONSO CLÁUDIO,41777160650,78163522792529,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Anna Dougherty,79,AFONSO CLÁUDIO,17328345047,61074441966566,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Derek Burns,23,AFONSO CLÁUDIO,60508903742,41011844636095,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Deborah Dominguez,80,AFONSO CLÁUDIO,71534999973,90041818176855,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Carolyn Davis,24,AFONSO CLÁUDIO,36675866710,77642978461316,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,John Duncan,43,AFONSO CLÁUDIO,69534770671,59118101944064,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joseph Kelly,83,AFONSO CLÁUDIO,81093204222,23101357364872,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Ann Mack,64,AFONSO CLÁUDIO,56531323302,2658617675750,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,James Turner,21,AFONSO CLÁUDIO,3021689825,17595817782789,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Barbara Smith,62,AFONSO CLÁUDIO,31111579547,52531153679781,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Gerald Howard,62,AFONSO CLÁUDIO,6784065107,45563238252561,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Shane Jones,85,AFONSO CLÁUDIO,85843284409,10134666497945,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Justin Henderson,45,AFONSO CLÁUDIO,67834076400,4386878562670,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Vanessa Smith,52,AFONSO CLÁUDIO,78898498853,24311898007513,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jessica Lee,44,AFONSO CLÁUDIO,56083708303,91796025489424,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Abigail Williams,25,AFONSO CLÁUDIO,13291442369,29871836574310,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mary Anderson,40,AFONSO CLÁUDIO,67665741517,79444390121957,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Nathan Dennis,22,AFONSO CLÁUDIO,36514436471,84342688380827,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Tracy,40,AFONSO CLÁUDIO,87423506702,20391217339605,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Chelsea,18,AFONSO CLÁUDIO,51611606080,85052755071618,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Linda,57,AFONSO CLÁUDIO,45074442923,81261330933481,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Spencer,32,AFONSO CLÁUDIO,16026832637,70990406415271,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,John,85,AFONSO CLÁUDIO,5228887040,8850950835294,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Billy,26,AFONSO CLÁUDIO,97001707139,74138394416870,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kayla,67,AFONSO CLÁUDIO,79118769403,73323982125689,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kimberly,80,AFONSO CLÁUDIO,64071799633,88101149199001,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,John,89,AFONSO CLÁUDIO,21518172296,38448434779102,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Troy,47,AFONSO CLÁUDIO,97012324708,34920775601109,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephanie,19,AFONSO CLÁUDIO,95686403554,64991466368100,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Cynthia,34,AFONSO CLÁUDIO,71344845720,32001616513715,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kevin,31,AFONSO CLÁUDIO,82775588301,2970965230642,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Angela,83,AFONSO CLÁUDIO,62892915562,73127669411171,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Robert,50,AFONSO CLÁUDIO,41043313761,76122865430952,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Brianna,48,AFONSO CLÁUDIO,12559118084,20774917465382,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Sara,38,AFONSO CLÁUDIO,61424865379,97577737513755,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephen,63,AFONSO CLÁUDIO,92706533668,1513693276095,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kimberly,71,AFONSO CLÁUDIO,65009765926,50630024948635,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Katherine,37,AFONSO CLÁUDIO,36867499201,17080094404403,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Matthew,18,AFONSO CLÁUDIO,30416603939,90257704966066,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Catherine,57,AFONSO CLÁUDIO,24843630012,73833619638074,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Maria,24,AFONSO CLÁUDIO,69083628337,45691083591408,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Brittany,30,AFONSO CLÁUDIO,63709000874,12691919106142,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,James,66,AFONSO CLÁUDIO,39898959231,98231684023188,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Cassidy,43,AFONSO CLÁUDIO,44251707095,14817870825781,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Victor,62,AFONSO CLÁUDIO,44544203007,14790462138948,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Angela,72,AFONSO CLÁUDIO,67461677209,93303815932236,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephanie,69,AFONSO CLÁUDIO,27299256355,2186309621849,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Laura,48,AFONSO CLÁUDIO,61663645396,8529942451779,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Michael,41,AFONSO CLÁUDIO,83092152824,9039245451530,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Karen,55,AFONSO CLÁUDIO,14519058236,54091420568270,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Parker,58,AFONSO CLÁUDIO,47680512000,9736269759918,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Melanie,90,AFONSO CLÁUDIO,49100278580,57520019202641,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Sonya,69,AFONSO CLÁUDIO,50395709458,57851287378418,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Peter,59,AFONSO CLÁUDIO,17380804391,79964362987240,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mia,60,AFONSO CLÁUDIO,39183583483,59717580285244,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Susan,76,AFONSO CLÁUDIO,63376047685,12594281640977,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,John,86,AFONSO CLÁUDIO,3105084282,2999142493578,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Karen,62,AFONSO CLÁUDIO,66011790437,10908737772058,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jennifer,58,AFONSO CLÁUDIO,36552516100,96750015147082,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Steven,22,AFONSO CLÁUDIO,67764791784,36150344080055,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Lynn,58,AFONSO CLÁUDIO,44552101056,44370169289850,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Dwayne,18,AFONSO CLÁUDIO,35830601648,33658638462380,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Amy,90,AFONSO CLÁUDIO,15144387047,92998512057567,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Allison,62,AFONSO CLÁUDIO,62840172941,56239916854446,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,James,35,AFONSO CLÁUDIO,15743284849,37169160832140,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Scott,81,AFONSO CLÁUDIO,66073813406,52108833161771,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,John,35,AFONSO CLÁUDIO,80357591755,69301695287331,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Chase,71,AFONSO CLÁUDIO,28002059387,79994479338112,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Alan,36,AFONSO CLÁUDIO,34499363365,47485439138575,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kimberly,60,AFONSO CLÁUDIO,48868690845,4328362313530,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mary,54,AFONSO CLÁUDIO,66218348709,20861524194523,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Hannah,69,AFONSO CLÁUDIO,10725744111,76667717102827,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joseph,19,AFONSO CLÁUDIO,5982078484,33412573244803,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Nancy,58,AFONSO CLÁUDIO,39212214983,58194501047108,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kevin,21,AFONSO CLÁUDIO,30122496302,36826792952902,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Tracy,36,AFONSO CLÁUDIO,91166642720,6873055193640,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Denise,39,AFONSO CLÁUDIO,92871144800,89016264310332,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Matthew,35,AFONSO CLÁUDIO,65830943808,41626263530901,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Allen,66,AFONSO CLÁUDIO,19562893308,5736724513259,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Lori,74,AFONSO CLÁUDIO,69262283610,81563908691930,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Catherine Luna Dvm,31,AFONSO CLÁUDIO,73780635682,46269734951664,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Timothy Briggs Dds,44,AFONSO CLÁUDIO,43685206532,81894988324912,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephen Barker Iv,79,AFONSO CLÁUDIO,94979566308,8183421851301,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jake Peck Md,82,AFONSO CLÁUDIO,88538835882,89738133094488,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Heidi Patel Md,25,AFONSO CLÁUDIO,64405855170,10163205259129,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kelsey Griffin Md,31,AFONSO CLÁUDIO,40886223911,4111894763630,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Nicole Wagner Dvm,30,AFONSO CLÁUDIO,45579012985,41303618494860,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,David Wise Dvm,72,AFONSO CLÁUDIO,47685505762,91533398688952,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kathy Ward Phd,53,AFONSO CLÁUDIO,13279199158,61504223628546,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Diane Morales Phd,22,AFONSO CLÁUDIO,81463659814,19725440681492,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joshua Hayes Dds,50,AFONSO CLÁUDIO,66929768049,70266899936510,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Edward Ramos Ii,30,AFONSO CLÁUDIO,76929065056,56733263173344,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Alexis Wiggins Md,47,AFONSO CLÁUDIO,15060071049,12200989381291,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mary Hernandez Md,77,AFONSO CLÁUDIO,71181397189,31742789163992,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Paul Edwards Md,67,AFONSO CLÁUDIO,47072903020,7878602258605,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Lori Mcdonald Ii,48,AFONSO CLÁUDIO,23473535605,58155950626163,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Alexander Martinez Md,80,AFONSO CLÁUDIO,34553131242,15258710105378,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jeffery Perez Dvm,66,AFONSO CLÁUDIO,64335177305,4535110441903,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Eric Rodgers Dds,83,AFONSO CLÁUDIO,14593940389,60147235618101,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Monica Anderson Dds,43,AFONSO CLÁUDIO,19191823811,30701471146648,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Erik Zamora Phd,72,AFONSO CLÁUDIO,85637214700,6182911946067,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Paige Stephens Dvm,89,AFONSO CLÁUDIO,1224553047,60815734692524,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Stephanie Jacobs Md,39,AFONSO CLÁUDIO,93505322474,47752374741640,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Ronald Bird Dds,74,AFONSO CLÁUDIO,19400932952,7621660081112,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Beverly Walters Dds,37,AFONSO CLÁUDIO,26888429784,35019707287580,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Alvin Gibbs Md,69,AFONSO CLÁUDIO,76769455269,68419769117373,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Monica Garcia Md,45,AFONSO CLÁUDIO,53423648686,24176367903137,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Thomas Thomas Phd,68,AFONSO CLÁUDIO,46704165100,21213323225640,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Keith Christensen Md,84,AFONSO CLÁUDIO,49262723423,62190891130004,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Connie Snow Md,30,AFONSO CLÁUDIO,17590652938,83335313549880,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Heather Little Md,64,AFONSO CLÁUDIO,47369834344,4073643575798,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Alexandra Wilson Ii,63,AFONSO CLÁUDIO,66515283512,20611150795320,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Linda Martin Jr.,62,AFONSO CLÁUDIO,38560692835,62112672109580,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Gary Mcclure Dds,46,AFONSO CLÁUDIO,95277257128,8468154064511,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Julia Robinson Iv,37,AFONSO CLÁUDIO,18697948851,52844565272230,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Jared Martin Md,88,AFONSO CLÁUDIO,17377247827,92603249604552,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Sandra Mullins Dds,86,AFONSO CLÁUDIO,14976083179,90236443840240,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Joseph Watson Ii,33,AFONSO CLÁUDIO,10561704929,94859642613790,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Raven Johnson Md,44,AFONSO CLÁUDIO,19148139955,483882661920,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Gary Foster Dvm,73,AFONSO CLÁUDIO,90856473804,16031241003234,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kimberly Hall Md,58,AFONSO CLÁUDIO,35914538203,23435647844390,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Donald Barrett Md,82,AFONSO CLÁUDIO,20983033862,88049045189970,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Scott Davis Dds,35,AFONSO CLÁUDIO,24320473469,30861541612707,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Johnny Hood Ii,29,AFONSO CLÁUDIO,77789821024,87618479521420,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Heather Taylor Md,39,AFONSO CLÁUDIO,84611299384,22448737089415,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Eric Velazquez Dds,19,AFONSO CLÁUDIO,89409346959,76103908174930,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Colton Wilson Dds,73,AFONSO CLÁUDIO,5128563030,38507453575249,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Becky Morgan Jr.,78,AFONSO CLÁUDIO,17231172180,94969918356889,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Kathryn Price Md,45,AFONSO CLÁUDIO,31532407874,82149127705771,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Morgan Bryan Dds,39,AFONSO CLÁUDIO,97953016249,68760924230559,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Douglas Harris Phd,83,AFONSO CLÁUDIO,12540918662,28563059756902,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Lisa Mendez Md,32,AFONSO CLÁUDIO,39829888886,6954906213036,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Brian Gordon Dds,28,AFONSO CLÁUDIO,655348409,77691210122805,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Elizabeth Diaz Jr.,82,AFONSO CLÁUDIO,37672672258,81764357111993,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Elizabeth Kim Dds,26,AFONSO CLÁUDIO,67629573405,83217472244779,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Danielle Brady Md,47,AFONSO CLÁUDIO,23196340880,70974739833718,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Mike Pope Dvm,70,AFONSO CLÁUDIO,5268845098,88528866406419,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Christopher Jones Md,82,AFONSO CLÁUDIO,50256654778,60029825676768,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Brandi Welch Dds,82,AFONSO CLÁUDIO,94870462249,45997574505666,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Pamela Patrick Dds,57,AFONSO CLÁUDIO,22676431706,51470172057943,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Shelby Gutierrez Dvm,21,AFONSO CLÁUDIO,52940409994,75049455266478,True,True
America/Sao_Paulo,Espirito Santo,Sudeste,ES,Michael Young Md,87,AFONSO CLÁUDIO,53822363804,86601303758088,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Brian Thomas,26,ABADIA DE GOIÁS,47475484084,70723419110335,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Lisa Fisher,49,ABADIA DE GOIÁS,33626344436,79856843725548,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Travis Morris,35,ABADIA DE GOIÁS,50975942239,96592493662984,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Anthony Gross,39,ABADIA DE GOIÁS,96562118476,46241882129385,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Kathy Le,87,ABADIA DE GOIÁS,29372127515,76533194657615,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Patricia Mendoza,51,ABADIA DE GOIÁS,62029146889,20732732058505,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Keith Robinson,80,ABADIA DE GOIÁS,39214566143,66501166914304,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Victoria Sweeney,30,ABADIA DE GOIÁS,75146548013,75527460849622,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Stephanie Petersen,32,ABADIA DE GOIÁS,20318573202,32598177031430,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Hannah Hines,32,ABADIA DE GOIÁS,20925286702,56685168062758,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Manuel Frank,69,ABADIA DE GOIÁS,13163936237,48469721905808,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Matthew Wagner,67,ABADIA DE GOIÁS,55234980170,58608836326776,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Scott Cain,70,ABADIA DE GOIÁS,41784856878,44644314065652,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Douglas Preston,66,ABADIA DE GOIÁS,90402198182,38458603591471,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Christian Smith,71,ABADIA DE GOIÁS,50603537456,63724552901801,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,William Carr,40,ABADIA DE GOIÁS,31330835115,64864099329600,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Ashley Lang,18,ABADIA DE GOIÁS,52951423020,41042442998391,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Jeremy Schultz,41,ABADIA DE GOIÁS,88800037801,8517977322807,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Kevin Chambers,35,ABADIA DE GOIÁS,30199676941,39969811738431,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Thomas Huang,21,ABADIA DE GOIÁS,70820446157,35161325651158,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Charles Hart,62,ABADIA DE GOIÁS,86607147097,959959514268,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Shannon Chapman,42,ABADIA DE GOIÁS,80976984806,34638668764644,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Timothy Shelton,36,ABADIA DE GOIÁS,41916632165,28022851020422,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Stephen Finley,21,ABADIA DE GOIÁS,42781210838,4900553311076,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Ashley Hall,79,ABADIA DE GOIÁS,58455036800,50673212511200,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Kimberly Quinn,55,ABADIA DE GOIÁS,22097224547,29659247394714,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,David Johnson,52,ABADIA DE GOIÁS,81835422985,47268900864786,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Chelsea Pitts,20,ABADIA DE GOIÁS,7173832454,7901824074541,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Cassandra Kirk,20,ABADIA DE GOIÁS,74340279838,34497486964012,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Dawn Richardson,55,ABADIA DE GOIÁS,9020845004,48102808533945,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Jeffrey Carlson,85,ABADIA DE GOIÁS,64374874100,65157780355843,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,John Rodriguez,37,ABADIA DE GOIÁS,83445226253,43220040995692,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Cameron Moreno,57,ABADIA DE GOIÁS,52459702604,93971184713696,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Ian Davis,77,ABADIA DE GOIÁS,25315692,94826829312240,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Cynthia Moss,67,ABADIA DE GOIÁS,38338340561,15111263619781,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Rhonda Barnes,60,ABADIA DE GOIÁS,94803651620,64899708464520,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Natalie Price,84,ABADIA DE GOIÁS,20845246798,10878311699750,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Brittany Wilkinson,52,ABADIA DE GOIÁS,78694409143,40211358491491,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Scott Thomas,72,ABADIA DE GOIÁS,57439226917,7642398633900,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Laura Simmons,75,ABADIA DE GOIÁS,4831174980,15391722232998,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Edward Sutton,48,ABADIA DE GOIÁS,99751742803,30629978065123,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Autumn Adams,50,ABADIA DE GOIÁS,91959502654,50526722444700,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Megan Holmes,38,ABADIA DE GOIÁS,20628464444,51616832848223,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Andrew Bush,66,ABADIA DE GOIÁS,23886245764,14286327448217,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Robert Adams,52,ABADIA DE GOIÁS,50891115374,66821801123040,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Gary Hughes,60,ABADIA DE GOIÁS,80548191107,25135793609327,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Anthony Gregory,20,ABADIA DE GOIÁS,90896725081,78269597511760,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Thomas Joseph,44,ABADIA DE GOIÁS,25381511981,15235535792384,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Wayne Chapman,67,ABADIA DE GOIÁS,6360859530,70554605498426,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Jeffrey Miranda,73,ABADIA DE GOIÁS,34203007194,12512809954770,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Daniel Henderson,86,ABADIA DE GOIÁS,42737433290,81288740141587,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Antonio Barry,24,ABADIA DE GOIÁS,92824146982,33054059264283,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Cheryl Horton,40,ABADIA DE GOIÁS,32710447754,72961672932603,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Richard Chan,38,ABADIA DE GOIÁS,35347654198,88648402265796,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Daniel Jackson,48,ABADIA DE GOIÁS,97225407180,21214714812460,True,True
America/Sao_Paulo,Goias,Centro-Oeste,GO,Patrick Spencer,89,ABADIA DE GOIÁS,78481843580,24763831008834,True,True
